bldg_id,in.representative_income,in.sqft..ft2,in.bedrooms,in.cec_climate_zone,in.city,in.clothes_washer,in.clothes_washer_presence,in.clothes_washer_usage_level,in.dishwasher_usage_level,in.door_area,in.geometry_building_type_acs,in.geometry_building_type_height,in.geometry_building_type_recs,in.geometry_floor_area,in.geometry_floor_area_bin,in.geometry_stories,in.geometry_stories_low_rise,in.heating_fuel,in.hot_water_distribution,in.hot_water_fixtures,in.vacancy_status,in.usage_level,in.water_heater_efficiency,in.water_heater_fuel,in.water_heater_in_unit,in.water_heater_location,in.utility_bill_electricity_marginal_rates,in.utility_bill_fuel_oil_marginal_rates,in.utility_bill_natural_gas_fixed_charges,in.utility_bill_natural_gas_marginal_rates,out.electricity.net.energy_savings..kwh,out.utility_bills.total_bill_savings..usd,out.energy_burden_savings..percentage,out.emissions_reduction.total.aer_mid_case_avg..co2e_kg
160589,131319.0,1678.0,3,3,"CA, Daly City",EnergyStar,Yes,100% Usage,100% Usage,20 ft^2,Single-Family Attached,Single-Family Attached,Single-Family Attached,1500-1999,1500-2499,1,1,Natural Gas,Uninsulated,110% Usage,Occupied,Medium,Natural Gas Premium,Natural Gas,Yes,Living Space,0.266971414,3.741846154,4.95,1.964713414,-917.019378655801,68.0699999999999,0.0518356064240513,985.6063248493
160635,282618.0,1228.0,3,3,In another census Place,Standard,Yes,100% Usage,100% Usage,20 ft^2,Single-Family Detached,Single-Family Detached,Single-Family Detached,1000-1499,0-1499,1,1,Natural Gas,Uninsulated,90% Usage,Occupied,Medium,Natural Gas Premium,Natural Gas,Yes,Living Space,0.266971414,3.741846154,4.95,1.964713414,-592.003561803999,112.53,0.0398169967942594,868.0261106979
161042,12122.0,2179.0,3,3,In another census Place,Standard,Yes,100% Usage,100% Usage,20 ft^2,Single-Family Detached,Single-Family Detached,Single-Family Detached,2000-2499,1500-2499,1,1,Natural Gas,Uninsulated,90% Usage,Occupied,Medium,Natural Gas Tankless,Natural Gas,Yes,Garage,0.266971414,3.741846154,4.95,1.964713414,-343.479294274401,-12.8700000000003,-0.106170598911074,238.4671166801
161280,40948.0,2179.0,4,3,"CA, San Bruno",EnergyStar,Yes,100% Usage,100% Usage,20 ft^2,Single-Family Detached,Single-Family Detached,Single-Family Detached,2000-2499,1500-2499,1,1,Electricity,Uninsulated,100% Usage,Occupied,Medium,Natural Gas Standard,Natural Gas,Yes,Outside,0.266971414,3.741846154,4.95,1.964713414,-574.419297592,115.87,0.282968643157175,866.5791510376
161294,98215.0,1228.0,3,3,In another census Place,Standard,Yes,120% Usage,120% Usage,20 ft^2,Single-Family Detached,Single-Family Detached,Single-Family Detached,1000-1499,0-1499,2,2,Natural Gas,Uninsulated,130% Usage,Occupied,High,Electric Premium,Electricity,Yes,Living Space,0.266971414,3.741846154,4.95,1.964713414,5875.4888153696,1412.87,1.43854808328667,-92.4285172349
162319,21609.0,854.0,2,3,"CA, San Mateo",,,80% Usage,80% Usage,20 ft^2,10 to 19 Unit,"Multi-Family with 5+ Units, 1-3 Stories",Multi-Family with 5+ Units,750-999,0-1499,1,1,Electricity,Uninsulated,80% Usage,Occupied,Low,Electric Standard,Electricity,No,Conditioned Mechanical Room,0.266971414,3.741846154,4.95,1.964713414,1753.1511419364,468.07,2.16608820398908,133.8324287685
162327,76843.0,1228.0,3,3,In another census Place,Standard,Yes,100% Usage,100% Usage,20 ft^2,Single-Family Detached,Single-Family Detached,Single-Family Detached,1000-1499,0-1499,1,1,Natural Gas,Uninsulated,80% Usage,Occupied,Medium,Natural Gas Standard,Natural Gas,Yes,Garage,0.266971414,3.741846154,4.95,1.964713414,-642.7048569486,99.3499999999999,0.129289590463673,866.452145174
162783,89736.0,1228.0,3,3,"CA, Daly City",Standard,Yes,80% Usage,80% Usage,20 ft^2,Single-Family Detached,Single-Family Detached,Single-Family Detached,1000-1499,0-1499,1,1,Natural Gas,Uninsulated,70% Usage,Occupied,Low,Electric Standard,Electricity,Yes,Outside,0.266971414,3.741846154,4.95,1.964713414,1748.7550758834,466.89,0.520292859053223,144.8002922751
163566,95838.0,872.0,3,3,In another census Place,Standard,Yes,100% Usage,100% Usage,20 ft^2,Single-Family Attached,Single-Family Attached,Single-Family Attached,750-999,0-1499,1,1,Natural Gas,Uninsulated,110% Usage,Occupied,Medium,Electric Premium,Electricity,Yes,Living Space,0.266971414,3.741846154,4.95,1.964713414,4127.6129526968,1007.77,1.05153488177967,-7.37541193620018
164038,91840.0,1228.0,3,3,In another census Place,Standard,Yes,100% Usage,100% Usage,20 ft^2,Single-Family Detached,Single-Family Detached,Single-Family Detached,1000-1499,0-1499,1,1,Electricity,Uninsulated,90% Usage,Occupied,Medium,Electric Premium,Electricity,Yes,Living Space,0.266971414,3.741846154,4.95,1.964713414,1129.4959045508,301.54,0.328331881533101,69.9530153014
164591,130088.0,1228.0,3,3,"CA, South San Francisco",EnergyStar,Yes,120% Usage,120% Usage,20 ft^2,Single-Family Detached,Single-Family Detached,Single-Family Detached,1000-1499,0-1499,1,1,Electricity,Uninsulated,150% Usage,Occupied,High,Natural Gas Standard,Natural Gas,Yes,Living Space,0.266971414,3.741846154,4.95,1.964713414,-1989.6594955878,-98.6700000000001,-0.0758486562942013,1308.1921465459
164631,,634.0,3,3,In another census Place,Standard,Yes,100% Usage,100% Usage,20 ft^2,Single-Family Detached,Single-Family Detached,Single-Family Detached,500-749,0-1499,1,1,Propane,Uninsulated,100% Usage,Vacant,Medium,Propane Tankless,Propane,Yes,Living Space,0.266971414,3.741846154,4.95,1.964713414,-184.634774226,-48.84,,-16.5334418865
164710,293180.0,1678.0,3,3,In another census Place,Standard,Yes,100% Usage,100% Usage,20 ft^2,Single-Family Attached,Single-Family Attached,Single-Family Attached,1500-1999,1500-2499,1,1,Natural Gas,Uninsulated,90% Usage,Occupied,Medium,Natural Gas Tankless,Natural Gas,Yes,Living Space,0.266971414,3.741846154,4.95,1.964713414,-589.9520643126,-4.06999999999994,-0.0013882256634149,473.0832341389
165273,133264.0,1682.0,2,3,In another census Place,Standard,Yes,100% Usage,100% Usage,20 ft^2,2 Unit,Multi-Family with 2 - 4 Units,Multi-Family with 2 - 4 Units,1500-1999,1500-2499,2,2,Electricity,Uninsulated,90% Usage,Occupied,Medium,Natural Gas Premium,Natural Gas,Yes,Living Space,0.266971414,3.741846154,4.95,1.964713414,-1398.2420759242,-172.78,-0.129652419258014,559.1387785753
165497,34380.0,1698.0,2,3,"CA, Redwood City",Standard,Yes,100% Usage,100% Usage,20 ft^2,Mobile Home,Mobile Home,Mobile Home,1500-1999,1500-2499,1,1,Natural Gas,Uninsulated,90% Usage,Occupied,Medium,Natural Gas Standard,Natural Gas,Yes,Outside,0.266971414,3.741846154,4.95,1.964713414,-570.023231539,115.93,0.337201861547411,859.498574141901
165781,13288.0,623.0,1,3,"CA, Redwood City",EnergyStar,Yes,100% Usage,100% Usage,20 ft^2,10 to 19 Unit,"Multi-Family with 5+ Units, 1-3 Stories",Multi-Family with 5+ Units,500-749,0-1499,3,3,Electricity,Uninsulated,90% Usage,Occupied,Medium,Natural Gas Standard,Natural Gas,Yes,Living Space,0.266971414,3.741846154,4.95,1.964713414,-234.7499272302,102.13,0.768588199879591,536.2641153562
166126,31638.0,2678.0,4,3,"CA, South San Francisco",Standard,Yes,120% Usage,120% Usage,20 ft^2,Single-Family Detached,Single-Family Detached,Single-Family Detached,2500-2999,2500-3999,2,2,Electricity,Uninsulated,130% Usage,Occupied,High,Electric Premium,Electricity,Yes,Outside,0.266971414,3.741846154,4.95,1.964713414,1953.6117539532,521.59,1.64861874960491,140.6771376318
166489,155749.0,1678.0,3,3,"CA, Daly City",EnergyStar,Yes,100% Usage,100% Usage,20 ft^2,Single-Family Attached,Single-Family Attached,Single-Family Attached,1500-1999,1500-2499,2,2,Natural Gas,Uninsulated,90% Usage,Occupied,Medium,Natural Gas Premium,Natural Gas,Yes,Outside,0.266971414,3.741846154,4.95,1.964713414,-1025.4556746298,119.33,0.0766168643137355,1255.0538004004
166735,56316.0,1228.0,3,3,"CA, South San Francisco",Standard,Yes,100% Usage,100% Usage,20 ft^2,Single-Family Detached,Single-Family Detached,Single-Family Detached,1000-1499,0-1499,1,1,Natural Gas,Uninsulated,100% Usage,Occupied,Medium,Natural Gas Premium,Natural Gas,Yes,Outside,0.266971414,3.741846154,4.95,1.964713414,-1317.6475316192,156.43,0.27777185879679,1618.5672616421
166745,112176.0,2179.0,3,3,"CA, South San Francisco",EnergyStar,Yes,100% Usage,100% Usage,20 ft^2,Single-Family Detached,Single-Family Detached,Single-Family Detached,2000-2499,1500-2499,1,1,Natural Gas,Uninsulated,90% Usage,Occupied,Medium,Natural Gas Standard,Natural Gas,Yes,Garage,0.266971414,3.741846154,4.95,1.964713414,-446.0541688444,111.93,0.0997807017543861,747.1936392536
167007,55536.0,1698.0,4,3,In another census Place,EnergyStar,Yes,80% Usage,80% Usage,20 ft^2,Single-Family Detached,Single-Family Detached,Single-Family Detached,1500-1999,1500-2499,2,2,Natural Gas,Uninsulated,80% Usage,Occupied,Low,Natural Gas Standard,Natural Gas,Yes,Garage,0.266971414,3.741846154,4.95,1.964713414,-290.140359498,68.1500000000001,0.122713195044656,469.3592407812
167609,169401.0,1698.0,4,3,"CA, Redwood City",Standard,Yes,100% Usage,100% Usage,20 ft^2,Single-Family Detached,Single-Family Detached,Single-Family Detached,1500-1999,1500-2499,2,2,Natural Gas,Uninsulated,110% Usage,Occupied,Medium,Natural Gas Premium,Natural Gas,Yes,Living Space,0.266971414,3.741846154,4.95,1.964713414,-703.0774974098,49.9799999999996,0.029503958064002,752.682106930601
167782,416499.0,1228.0,2,4,"CA, Redwood City",Standard,Yes,100% Usage,100% Usage,20 ft^2,Single-Family Detached,Single-Family Detached,Single-Family Detached,1000-1499,0-1499,1,1,Other Fuel,Uninsulated,90% Usage,Occupied,Medium,Electric Standard,Electricity,Yes,Living Space,0.266971414,3.741846154,4.95,1.964713414,2564.37186425,655.94,0.157488973562962,190.4906517052
168063,108047.0,1207.0,2,3,"CA, Daly City",Standard,Yes,80% Usage,80% Usage,20 ft^2,Single-Family Attached,Single-Family Attached,Single-Family Attached,1000-1499,0-1499,1,1,Natural Gas,Uninsulated,70% Usage,Occupied,Low,Natural Gas Premium,Natural Gas,Yes,Outside,0.266971414,3.741846154,4.95,1.964713414,-337.9109439406,35.75,0.0330874526826288,397.3242365015
